file_name,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161
DF_E_2000044,0,-252.31718,81.05523,-5.856432,25.115862,-5.1440105,-1.5732723,-12.536627,-11.970796,-10.480529,-8.231045,-10.203586,-4.0201364,-10.588713,-49.509415,-40.451485,-6.1729426,2.7580702,-2.8695264,-9.510525,-6.8523006,-2.3502417,-3.1593812,-6.419859,-9.121836,-10.161271,-9.264629,-8.716313,-9.631509,-9.453839,-8.728868,-7.8847713,-8.8881,-11.405658,-11.209876,-10.188232,-10.685367,-13.645703,-15.105916,-14.450931,-14.495102,-15.900573,-17.937565,-17.756264,-17.641705,-17.825628,-18.73777,-19.93553,-20.57148,-19.660793,-19.029634,-20.160828,-21.419937,-20.599226,-19.121328,-20.35146,-21.724657,-21.717072,-20.26653,-20.866484,-21.483435,-20.748255,-18.946405,-19.555803,-21.541157,-21.055346,-20.215836,-20.744444,-21.090057,-20.070343,-21.28689,-21.753899,-20.842426,-21.7688,-21.569124,-20.274998,-21.211777,-20.505768,-20.702038,-21.866564,-21.512012,-21.555496,-22.36395,-21.961802,-22.539558,-22.915142,-22.462368,-21.932732,-22.257427,-23.01498,-23.886366,-23.607107,-23.035799,-22.730883,-23.824411,-23.758823,-24.151339,-24.904123,-24.922375,-24.83206,-25.064814,-24.710867,-24.518303,-24.063797,-24.518654,-24.969307,-25.221117,-25.187187,-25.358074,-24.900925,-25.453758,-26.678183,-27.571573,-28.0394,-28.12014,-28.206194,-28.93438,-29.627913,-30.313292,-31.068085,-31.191021,-31.546875,-31.959381,-32.504566,-33.08051,-33.034832,-33.165188,-33.070873,-33.72346,-34.061146,-34.13131,-34.93258,-34.9147,-34.40457,-34.55392,-34.848774,-34.79407,-34.70028,-35.50321,-37.01345,-40.654575,-46.125595,-374.03226,140.26811,-4.7966175,33.881588,-6.0773373,35.743694,-20.450182,21.942253,-15.46083,23.021507,-18.607876,10.444961,-18.966051,8.140637,-16.762985,-0.070223965,-16.378065,-1.6823658,-14.64087,-5.324448
DF_E_2000048,0,-291.82327,112.58155,-24.845013,8.334247,-0.41578937,-9.729727,-3.0052855,-14.224148,-11.631002,3.1309037,4.8707714,-9.160191,-10.4509945,-43.793594,-37.92267,-15.723476,-1.1226608,-2.2024505,-11.895218,-14.12138,-9.526755,-7.150091,-10.182529,-13.905822,-15.162483,-13.9926405,-13.119755,-11.405918,-11.330444,-13.511238,-14.446618,-13.708893,-13.029035,-13.908838,-14.4417515,-13.74415,-12.36066,-11.472631,-12.638895,-14.078403,-13.954671,-12.746439,-12.236293,-13.409713,-16.39066,-18.219542,-18.62309,-18.344765,-19.937986,-21.995275,-22.585932,-22.218061,-20.57046,-20.19292,-20.722883,-21.14252,-20.758282,-20.25241,-19.287632,-20.090132,-19.893316,-18.303688,-16.854422,-17.784286,-18.42171,-16.342823,-16.410992,-17.759989,-18.341122,-17.536499,-18.64189,-20.653156,-20.698868,-22.754337,-25.653704,-25.649769,-24.756975,-25.25379,-24.372734,-24.564327,-25.288046,-24.139807,-25.825117,-26.489725,-27.5589,-28.38695,-28.363186,-27.879038,-26.123543,-24.714727,-23.781239,-22.901012,-22.851799,-22.381216,-23.599163,-25.646517,-27.715605,-29.279066,-30.137209,-30.735806,-30.69265,-31.289982,-32.352367,-33.231594,-34.381428,-34.835712,-35.272423,-35.15278,-34.90183,-35.103638,-35.748978,-37.300602,-37.89712,-38.825607,-39.78236,-39.867783,-39.297047,-38.97861,-39.38029,-39.74438,-39.958794,-40.70415,-41.35963,-42.997345,-43.422462,-43.23505,-43.140316,-43.01527,-43.27579,-42.46249,-41.99389,-42.129917,-42.76457,-42.05944,-40.843235,-41.20922,-41.211735,-41.886353,-42.52286,-43.682846,-45.666073,-476.99966,171.88852,48.51959,6.2267947,-3.3231862,12.911743,-5.69662,12.322119,-14.294424,-3.6772041,-10.924258,1.0934051,-3.9070957,7.664172,-4.858746,-11.270228,-15.961664,-9.1110115,-11.607629,-5.600926
DF_E_2000049,0,-188.4601,74.86053,16.653063,48.339848,8.362836,5.605677,-28.910158,-7.110266,-8.3400135,4.6542993,-20.78699,-4.1367087,-12.809467,-26.804316,-22.682055,1.2004538,9.198234,5.6421404,2.124803,3.9085062,6.575679,5.2565174,3.3889222,1.6142262,0.26215556,-1.1556338,-0.5567695,1.417993,0.49545127,-0.49897924,-0.529325,-0.23144455,-0.4913278,-4.3485155,-6.974717,-7.990395,-8.789943,-11.036115,-13.677346,-13.516601,-13.195891,-15.118414,-15.417319,-15.139931,-14.484636,-13.9683,-13.6190405,-14.613133,-16.023083,-18.85132,-21.07581,-23.007763,-24.17398,-23.022938,-22.757256,-23.140697,-24.179424,-25.816986,-26.582102,-24.121826,-20.545992,-18.7504,-19.00913,-19.381002,-20.90427,-20.13213,-20.197197,-17.14187,-14.893529,-15.8514595,-16.207449,-15.270183,-15.655528,-14.612183,-12.91449,-12.551687,-12.979984,-13.450553,-13.645094,-13.931175,-13.919447,-14.342288,-15.724613,-16.882847,-17.610796,-17.974852,-18.56708,-20.065073,-20.270058,-18.649254,-19.841133,-21.568624,-22.335213,-20.791136,-18.325928,-16.595964,-15.948606,-16.49609,-18.483376,-19.138102,-19.504154,-19.50522,-18.977686,-18.868107,-18.291338,-18.67426,-18.34046,-19.21556,-19.79131,-19.584234,-21.179506,-21.541246,-22.378336,-23.527433,-20.90506,-19.54722,-19.710478,-21.166962,-21.143206,-21.17488,-21.318409,-22.154047,-22.47062,-22.702639,-24.004307,-24.720697,-24.737543,-24.7502,-23.663364,-23.90532,-24.319939,-23.846924,-22.181309,-22.956074,-24.434414,-26.122791,-26.334658,-31.28468,-44.223732,-45.48021,-45.48021,-319.77484,189.74008,-60.03057,88.3146,-43.249477,76.31601,-36.559067,58.813274,-10.799172,25.951147,16.327333,10.621043,-7.5573664,-12.524096,-3.8911011,-25.474033,-0.63582593,-18.721794,7.0816154,-12.231536
DF_E_2000053,1,-270.23972,69.84812,-4.3566966,22.245054,1.2890455,9.50105,-19.246664,4.809389,-18.733606,-2.3126433,-7.3710117,-3.1734688,-7.1188674,-34.30356,-32.074368,-20.80573,-11.848695,-2.514167,0.039515108,-5.999586,-11.646358,-11.839058,-9.082108,-7.772767,-8.755189,-11.774073,-13.986321,-15.970758,-14.844334,-14.51808,-15.202505,-14.497444,-14.236765,-14.55119,-14.54065,-15.189099,-16.67505,-16.810642,-18.135859,-18.121222,-18.13677,-19.221754,-20.69264,-22.894875,-26.175632,-25.091383,-23.584047,-23.51996,-23.750942,-22.843775,-21.492874,-21.179644,-20.937578,-21.30986,-21.08618,-21.192919,-22.07691,-23.078238,-23.296463,-22.46384,-21.5465,-21.675238,-22.69972,-23.183453,-21.996058,-21.25572,-21.365242,-22.700865,-22.357962,-21.15111,-20.482609,-22.156973,-22.815485,-21.659563,-21.572657,-22.221033,-23.4755,-23.151493,-22.870625,-22.787796,-22.343155,-22.287191,-22.846653,-23.078262,-23.292143,-24.104128,-24.567814,-25.249071,-23.562527,-22.95556,-22.290792,-22.132519,-21.983614,-23.20613,-24.69964,-27.090437,-29.107824,-29.002104,-29.464296,-28.271421,-28.560078,-29.445871,-30.68451,-29.069576,-28.454153,-27.968836,-28.590895,-28.731482,-30.06401,-29.805824,-29.164686,-29.580853,-31.741573,-30.436497,-28.350775,-26.619812,-25.917656,-26.300055,-27.578453,-27.992182,-28.341347,-30.07196,-28.073162,-26.70364,-27.114628,-27.90079,-28.680933,-28.81102,-30.487226,-32.801247,-35.59223,-36.46151,-37.10518,-36.059086,-35.207703,-35.540947,-34.444534,-37.44192,-46.91711,-47.164665,-47.09101,-505.50766,183.17699,-45.088703,88.52224,-31.805101,21.065456,-3.0410602,37.56019,-14.327986,30.397173,-15.513496,12.944613,2.0165956,-12.721439,21.836012,-14.235656,-0.8281098,-20.475315,6.3923335,-9.257802
DF_E_2000055,0,-271.75363,83.97065,-2.1523292,20.870436,-0.15047747,-4.0708027,-8.649841,-14.028268,-8.133609,-4.308245,-7.4275036,-4.7204475,-7.973904,-34.49507,-33.57392,-18.146156,-8.281901,-3.2325418,-3.9475865,-8.235778,-10.33084,-9.930385,-7.7020907,-6.4975305,-7.9957604,-11.003307,-11.972785,-11.752091,-10.109907,-10.031929,-11.00242,-11.881581,-13.020042,-13.155012,-12.727435,-12.778793,-13.6036215,-14.585665,-15.61852,-16.138695,-15.46439,-16.798716,-18.610365,-19.76147,-20.52094,-20.169878,-20.703407,-22.39559,-22.060745,-21.946606,-21.590034,-21.908512,-22.076294,-22.352375,-22.094479,-22.352533,-22.013672,-22.123186,-23.247961,-22.636091,-22.55903,-22.141466,-22.617182,-23.391445,-22.814924,-21.549038,-20.795494,-21.76914,-21.992668,-21.000237,-20.256092,-22.45518,-22.244411,-21.959784,-22.930159,-23.621,-22.9806,-23.483742,-24.366863,-24.225622,-23.86152,-24.51773,-25.031069,-25.053875,-24.84977,-25.151814,-25.266123,-25.018528,-25.593071,-24.64344,-25.305744,-25.90067,-25.440683,-25.24222,-26.3203,-26.804316,-25.980318,-26.458422,-26.425346,-26.941624,-27.391855,-27.21242,-26.893324,-27.666084,-27.09188,-27.112679,-27.174173,-27.420412,-28.424557,-28.934954,-30.080658,-30.59493,-31.286573,-32.159992,-32.839695,-33.53764,-33.756157,-33.40233,-33.48427,-32.96266,-33.57027,-34.559658,-35.149933,-34.972214,-34.919815,-34.793137,-34.76246,-35.26314,-35.204502,-35.538548,-36.295097,-36.556267,-36.207703,-36.147305,-36.03988,-36.14299,-36.28746,-37.026733,-37.988735,-38.370377,-37.77888,-385.26184,124.07052,25.498138,10.923698,8.884784,18.551891,5.167891,1.241497,-0.20818011,7.399594,0.36073452,-2.1228976,-4.068465,-5.796507,-1.9767723,-11.201876,-9.137719,-9.649872,-7.532573,-9.627508
DF_E_2000058,1,-336.7331,53.105274,8.72323,32.319725,1.7215688,1.5760624,-14.686809,-4.2502294,-4.9756913,-5.297775,-3.9491658,2.441407,-1.4310797,-36.96879,-35.104313,-15.591341,-7.3828216,-9.379735,-17.4745,-18.968357,-16.317326,-16.206884,-20.980062,-23.527205,-20.353336,-17.947863,-19.288618,-21.106207,-18.325556,-16.71446,-18.36535,-20.107382,-21.14309,-19.525406,-18.5014,-20.557804,-22.31589,-23.369926,-22.688026,-26.050781,-29.030354,-28.912743,-27.967484,-28.987986,-31.733145,-32.225296,-30.618101,-30.339071,-31.106989,-30.9546,-31.202911,-31.358534,-31.31886,-30.789825,-30.5049,-31.657995,-31.604713,-31.912342,-31.660364,-31.713125,-32.61189,-33.79597,-32.781216,-33.0037,-32.309532,-31.256458,-31.145147,-29.799597,-30.798006,-31.104877,-30.538631,-30.036856,-30.235271,-31.018967,-31.053757,-28.639395,-28.104057,-28.318182,-29.150717,-27.976242,-27.06099,-28.40855,-30.008394,-30.026173,-29.559519,-30.695004,-29.879969,-29.16127,-28.85814,-29.416193,-29.993444,-30.46516,-31.528957,-30.673622,-30.704464,-31.129465,-31.09127,-31.245771,-32.606422,-31.618057,-32.324444,-32.38989,-31.915579,-32.067616,-31.777424,-31.54313,-31.695301,-31.361206,-29.762604,-29.1135,-29.9265,-30.87195,-32.00107,-32.722477,-32.61735,-33.496876,-32.80723,-32.951675,-32.981792,-32.842102,-33.247574,-34.773235,-35.122257,-36.043297,-36.486244,-37.304035,-37.41572,-36.234924,-35.57782,-36.616257,-37.62513,-37.45478,-37.70882,-37.87159,-37.262413,-37.757877,-37.690426,-38.960857,-44.20369,-44.750526,-44.75189,-622.9904,171.3906,-4.0580444,54.256615,8.300988,37.915718,-20.234194,27.917822,-0.96966296,15.380206,1.6710373,8.196189,-11.035452,3.7065558,2.5590894,-20.439913,-0.20228459,-9.94286,-4.114971,-12.162989
DF_E_2000072,0,-240.037,112.061104,10.679359,32.63905,3.1463342,-1.56833,-9.679758,-14.714541,-16.447338,-1.165579,-4.016652,-0.084555805,2.044393,-25.507488,-23.346264,1.8979563,11.253284,3.8537135,-4.7664404,-1.2444263,1.9532188,-1.8884608,-6.108884,-4.484768,-2.3275077,-2.967925,-3.7911782,-2.2325258,-1.3516134,-0.8941752,-1.3016902,-2.0648074,-2.542666,-2.340537,-2.8011148,-4.004577,-6.1570473,-7.9685044,-10.302614,-11.307058,-12.678642,-14.674461,-17.26283,-19.702063,-20.166485,-20.063395,-20.070833,-19.868414,-18.78838,-18.64454,-18.922674,-18.305222,-18.16233,-18.667076,-20.340567,-20.044975,-19.975763,-19.528204,-20.150019,-20.707773,-21.337494,-21.084816,-20.125399,-19.357111,-19.544437,-19.020573,-17.95411,-17.61432,-17.966446,-17.824177,-19.232864,-20.278774,-21.149944,-22.364117,-24.4889,-25.782734,-23.525074,-22.271544,-21.89781,-22.123007,-22.742754,-21.743526,-23.497686,-25.45115,-24.97609,-24.269518,-23.612328,-21.699642,-20.488914,-21.890823,-22.87217,-24.158295,-26.597458,-25.849651,-25.387758,-25.348377,-24.657686,-24.682993,-25.224773,-24.43901,-23.71839,-21.129131,-21.336721,-22.729645,-25.279572,-27.255133,-28.815022,-30.514309,-31.68584,-32.79264,-33.50612,-32.41207,-30.926857,-31.231888,-32.097084,-31.342981,-29.684135,-29.489985,-31.560062,-32.685436,-31.976873,-31.822357,-33.222458,-33.57257,-33.20438,-34.35651,-35.633446,-34.756508,-35.05587,-36.094204,-35.164318,-35.643284,-36.877613,-36.21421,-36.724293,-37.699226,-37.282307,-38.73131,-38.881485,-39.103634,-39.49569,-363.2774,145.623,34.201866,29.410175,15.5604515,22.562458,19.251139,14.445837,-1.7180248,0.7983856,9.957465,7.5824504,-4.7844768,-9.358584,-3.407729,-0.033133686,-6.3369074,-14.316343,-15.894485,-10.539812
DF_E_2000075,0,-294.17758,66.31407,13.40274,16.466766,1.8102843,5.0109167,-13.417048,-1.6274823,-8.974898,-4.24786,-8.854518,-4.2311945,-9.560399,-46.70584,-39.69654,-9.3682165,-3.2167513,-3.4414244,-4.467293,-8.0406885,-10.536862,-10.792265,-11.215538,-12.223832,-12.815364,-13.808037,-14.468922,-14.184462,-15.217046,-15.239943,-15.845906,-15.742237,-16.499454,-17.318415,-18.0325,-18.578392,-18.387787,-18.96642,-19.532362,-20.224857,-20.639828,-21.200422,-22.14008,-22.992567,-23.063179,-23.549486,-24.518394,-24.677631,-23.907166,-23.846813,-23.888008,-24.908781,-24.98763,-24.612293,-25.265793,-25.694672,-25.8495,-25.553442,-25.702726,-25.473576,-25.65981,-25.963154,-26.179005,-26.246593,-26.884546,-26.392323,-25.97377,-25.224905,-25.602238,-25.876827,-25.644272,-25.826921,-25.694931,-26.315819,-25.902218,-25.883478,-26.07985,-26.026585,-26.815588,-27.00689,-27.1657,-27.524702,-28.39881,-28.280006,-28.150211,-27.82204,-27.562489,-27.270088,-27.558424,-28.18594,-28.48603,-28.789297,-29.674755,-29.79522,-30.184387,-31.061077,-31.391161,-31.286427,-31.456263,-31.520979,-31.29892,-30.750906,-30.586113,-30.272821,-30.17679,-30.225609,-30.229164,-29.336939,-30.20138,-30.07059,-30.973253,-31.035915,-30.719559,-30.976032,-31.059832,-30.8043,-30.9802,-30.983643,-30.761448,-30.405304,-29.854595,-29.96315,-30.044952,-30.854012,-31.115265,-31.388388,-31.652956,-32.179985,-32.154934,-32.34109,-32.69043,-33.1618,-34.153835,-34.416855,-34.478664,-35.237003,-35.93802,-36.37074,-37.53164,-39.862385,-41.196964,-379.77838,86.73804,7.8129554,40.179794,2.903874,13.341377,-0.81143975,11.522689,0.47608742,9.441596,-1.6583594,-0.257128,-7.772495,-0.7628558,-5.0386157,-4.8055596,-7.787221,-8.111703,-7.9140134,-5.5693636
DF_E_2000079,1,-262.1971,125.30176,11.505624,18.12882,-1.2380707,0.9040984,-12.122869,-14.0743065,-18.724073,-0.84290975,-8.810869,-1.3669931,0.6837947,-38.060635,-27.262753,2.9546428,10.280467,2.1926186,-4.117178,-1.2025796,-1.6234947,-4.2078733,-5.502256,-5.310465,-5.5174856,-5.4977174,-3.6421142,-2.467066,-3.3691845,-1.9751291,-0.3986671,-0.39439145,-0.9316694,-2.4831574,-3.8135183,-6.3273387,-7.141967,-8.369215,-11.3191805,-12.887428,-13.100546,-14.616554,-16.459377,-19.36353,-19.768549,-18.44646,-17.580122,-17.091236,-17.552816,-17.468693,-17.363314,-16.783888,-18.020756,-18.94345,-18.658154,-19.004553,-19.145147,-19.024658,-18.81752,-20.715666,-22.114498,-20.85839,-19.035862,-18.782331,-19.50533,-19.495398,-18.928305,-18.969076,-18.981367,-19.597773,-20.564945,-21.326471,-21.19586,-23.051983,-26.358982,-28.592245,-26.54071,-23.838997,-24.032463,-25.087698,-24.148615,-24.918167,-26.863766,-28.781677,-29.843224,-28.565065,-28.975262,-26.066212,-25.612423,-27.770924,-28.055285,-29.045813,-30.834019,-29.442581,-29.451315,-28.903032,-28.2387,-29.537052,-30.143616,-29.67552,-28.529303,-26.256088,-26.711329,-27.568193,-29.188456,-30.168697,-31.507257,-33.379642,-35.704998,-37.291473,-37.724663,-35.992004,-35.32734,-35.12667,-35.88786,-34.263424,-33.00422,-33.254646,-34.55956,-35.26148,-33.6487,-33.753723,-35.512108,-35.717228,-35.138794,-36.016155,-36.63071,-35.458546,-36.40984,-38.22555,-36.899586,-38.403362,-39.707752,-39.018044,-39.246872,-40.76909,-40.517654,-41.8679,-41.72989,-43.062748,-43.929684,-426.46667,168.86,36.020466,53.183495,7.218849,20.55625,12.023513,6.698347,-8.345332,-2.7184162,6.530471,9.600805,-9.950882,-11.336642,-3.151323,-2.5170224,-8.951368,-16.001846,-15.006401,-9.172774
DF_E_2000080,0,-320.0068,89.66388,3.6127505,22.875078,14.335279,0.0380694,-26.078733,-11.30037,-21.682604,-9.821203,-11.009137,-14.663657,-6.39073,-52.261806,-49.45242,-19.240051,-9.8680725,-1.3567381,2.2050116,-3.5561955,-10.917967,-12.742207,-9.834878,-6.0827746,-5.7170115,-8.439858,-11.777949,-14.323624,-12.111041,-10.294307,-10.2422085,-12.227943,-13.800871,-15.048629,-15.241303,-16.01428,-17.20424,-18.826006,-21.037092,-22.576302,-23.150913,-24.20011,-26.047024,-26.70235,-28.266079,-28.838457,-28.926748,-28.73498,-29.594786,-29.789194,-29.582956,-28.529186,-26.997429,-26.226973,-27.170258,-27.147388,-26.71676,-27.839922,-28.494925,-28.803392,-28.300615,-27.325901,-28.299006,-27.829704,-28.027279,-26.615234,-25.230635,-24.862522,-24.671772,-24.277615,-23.49475,-23.504295,-24.166775,-23.748928,-22.866472,-24.02692,-25.572554,-25.5109,-25.88249,-27.167246,-26.882338,-27.36718,-27.776579,-27.722229,-28.319664,-29.790497,-31.463455,-32.01531,-30.43666,-29.331093,-27.37363,-27.529976,-27.834272,-28.451117,-30.343292,-30.94464,-32.2879,-33.5959,-35.312202,-34.65974,-35.980335,-37.109043,-36.99897,-37.513306,-37.77285,-36.3889,-35.351997,-36.37296,-39.201927,-38.928802,-37.377735,-36.177174,-36.64936,-35.978683,-35.559036,-34.10413,-32.95989,-34.23453,-35.018208,-35.530266,-36.958954,-38.143063,-38.606228,-36.83399,-34.79228,-34.603333,-36.57775,-36.32061,-36.585796,-38.836506,-40.684845,-41.543858,-42.041485,-42.066837,-41.623043,-42.495728,-42.095757,-43.11253,-42.946987,-43.518898,-44.29693,-483.85376,124.46111,25.83471,40.400963,-2.052232,-0.005402248,12.131397,16.4354,13.220407,8.024226,-3.6132753,11.637494,0.27649763,-7.6548963,-4.2176576,-10.743551,-20.784433,-14.066096,-9.167469,-6.874289
DF_E_2000091,0,-217.09045,66.767426,-12.266148,31.01813,-14.373231,-7.573101,-23.991657,-19.723764,-18.201378,-18.84896,-8.732068,-14.750296,-7.493186,-44.28648,-43.45657,-25.9721,-18.232481,-14.788061,-8.323952,2.7545478,9.611133,6.6957083,-2.0647469,-8.698957,-11.387245,-11.084561,-7.5339394,-3.2435365,-0.82192045,-1.8912857,-4.4868846,-7.620323,-8.009786,-7.783548,-6.006307,-4.9757156,-5.1014233,-8.057542,-10.875739,-13.73422,-15.162639,-16.673111,-17.369265,-17.93328,-18.253033,-18.4026,-19.235756,-18.02378,-17.441055,-18.722603,-19.215235,-19.700596,-19.647396,-18.59054,-19.378757,-18.347088,-17.404757,-17.80995,-19.254124,-19.802807,-20.077389,-20.27826,-19.23916,-18.489096,-18.554478,-18.986185,-18.375162,-18.22197,-18.005384,-17.58367,-17.657629,-18.081701,-18.125519,-18.866913,-18.514011,-17.466173,-17.398205,-18.39086,-18.803547,-18.344273,-18.098572,-17.601635,-17.012264,-16.80229,-17.211975,-17.236166,-17.874987,-19.413986,-19.908016,-18.75723,-18.720026,-19.301937,-18.660284,-18.075361,-18.46182,-17.104177,-15.714727,-16.372566,-17.180838,-18.780981,-20.299181,-20.916729,-22.241259,-22.643072,-22.736689,-22.493505,-21.56417,-21.325308,-20.71874,-20.10309,-20.552303,-20.27703,-20.441593,-19.860273,-20.061209,-20.735125,-21.917082,-23.591091,-24.71105,-24.922888,-25.336178,-25.936367,-28.064905,-28.359568,-29.649933,-30.872541,-31.705399,-31.96731,-32.720985,-33.234436,-33.513134,-33.39694,-33.295853,-33.688816,-33.00625,-32.159824,-32.56029,-34.029366,-34.793247,-35.61952,-36.58253,-296.1321,128.83998,-16.958912,3.2987626,19.27742,4.044956,-4.707604,18.948812,-2.6806278,-0.71635836,-11.290961,-2.089224,-5.417149,-9.294755,-16.926004,-17.5298,-11.136712,-12.285957,-12.050257,-14.182454
DF_E_2000096,0,-269.14,106.84998,-24.809893,3.69942,-20.32602,1.3954667,-17.071678,-9.745628,-18.086908,2.7551281,-6.7256346,-12.970873,-11.491939,-37.836483,-35.258614,-24.467966,-19.43757,-17.70461,-13.684598,-7.8617315,-3.2637546,-3.6764717,-6.3700886,-10.305773,-12.323469,-12.564499,-11.98319,-9.139993,-8.077739,-10.691402,-11.893686,-11.291752,-12.200616,-12.613055,-12.395104,-10.776979,-9.834364,-10.476476,-12.101477,-11.750976,-10.9317875,-9.883998,-10.302364,-11.073178,-12.489937,-13.813063,-15.368027,-17.015028,-17.019796,-15.964013,-15.7867155,-15.330616,-15.831514,-16.918049,-18.431522,-19.131235,-18.73804,-18.663816,-17.229717,-15.902925,-15.354793,-15.194693,-16.413246,-17.213018,-17.174515,-16.371584,-15.419485,-15.42882,-16.264042,-18.05178,-19.10009,-18.962889,-19.2156,-19.972118,-21.149702,-22.241219,-22.75482,-22.713198,-23.627993,-25.057343,-24.599989,-25.183212,-26.408747,-27.852669,-27.638409,-26.975227,-26.795437,-27.237299,-26.122568,-25.455292,-25.952627,-25.473684,-25.880615,-25.8181,-25.773022,-26.180428,-25.897808,-25.734983,-25.958761,-26.123291,-26.46937,-28.115585,-29.914204,-30.875265,-31.40329,-32.83869,-32.394146,-32.248905,-32.500305,-32.143635,-32.445568,-32.116524,-32.31718,-32.196186,-32.034504,-32.00796,-32.068344,-32.397896,-32.25199,-32.153435,-33.245472,-34.158524,-34.964367,-35.379585,-36.161346,-37.37691,-38.091557,-38.659626,-38.85966,-39.209435,-39.15025,-38.270603,-38.11791,-40.723263,-43.669163,-45.069492,-45.88468,-46.815887,-47.906906,-47.906906,-47.906906,-474.31436,221.50343,-30.723131,76.41288,-30.165075,22.181534,-14.813584,7.1078396,-11.147184,-25.126951,6.029041,-9.365155,6.837061,-7.813136,-10.600253,-10.888294,-11.174456,-9.933045,-8.454538,-11.330581
DF_E_2000100,0,-273.3518,122.050415,1.5267607,33.549755,5.271328,-5.775866,-16.80673,-21.112652,-24.51339,-5.1657763,-9.700419,-0.77557033,1.2908136,-40.987446,-32.585926,-2.219514,6.939496,1.3972405,-6.982963,-4.220314,-0.12360032,-2.281146,-6.5629945,-5.1005955,-3.2967575,-4.282077,-3.4006689,-2.32742,-1.7397908,-2.4222946,-0.8660033,0.5972402,-1.9261043,-4.2597795,-3.6075346,-4.032836,-6.7447486,-9.920284,-11.537706,-12.761528,-15.961069,-19.250366,-21.525805,-23.005241,-23.824112,-24.224527,-25.03215,-23.905016,-22.486933,-21.294607,-22.062721,-22.068434,-21.159359,-20.075232,-21.3292,-22.87719,-22.61241,-21.999937,-22.757263,-22.506746,-22.218645,-22.999224,-22.477633,-21.150742,-21.652718,-21.039116,-19.074062,-19.794262,-19.369537,-18.397938,-20.512186,-21.642765,-22.440102,-25.297716,-24.94477,-26.13979,-24.925306,-23.72975,-22.788363,-21.963196,-22.893005,-23.663467,-25.584496,-26.559258,-27.411222,-26.690763,-25.729393,-23.845629,-22.811687,-22.681543,-24.036646,-25.98897,-27.41298,-29.378176,-29.809471,-29.53418,-29.07683,-28.289541,-27.507168,-26.803253,-25.94105,-24.687315,-24.118214,-24.930601,-27.132746,-30.128267,-33.408817,-35.87944,-37.55549,-38.09864,-38.05989,-37.741737,-37.01768,-36.72619,-35.967995,-34.99388,-34.695793,-35.055946,-35.643898,-36.73566,-37.34546,-37.686283,-37.669094,-37.50018,-37.64512,-38.31948,-39.157104,-39.383324,-39.491673,-39.529335,-39.90577,-40.865368,-41.76138,-42.654625,-42.514713,-42.19052,-41.85521,-42.723526,-43.975567,-45.750004,-46.69967,-454.99377,193.78033,15.794917,46.206,-8.152235,29.484596,11.213891,23.314308,-11.078894,6.325428,4.5907326,14.749249,-12.690072,-13.157721,-8.231215,0.9369432,-8.299035,-25.193556,-19.87444,-16.928957
